Name,Merged Quantity,Item,Amount,Item2,Name2,Date
C & H 2,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),C & H 2,06/05/2024
C & H 2,'-1 gal,META GROW ST (META GROW ST),-13.42,META GROW ST (META GROW ST),C & H 2,06/05/2024
C & H 2,12 gal,META GROW ST (META GROW ST),49.48,META GROW ST (META GROW ST),C & H 2,04/16/2024
C & H 2,20 gal,META GROW ST (META GROW ST),82.47,META GROW ST (META GROW ST),C & H 2,10/29/2024
C & H 2,30 gal,META GROW ST (META GROW ST),123.8,META GROW ST (META GROW ST),C & H 2,04/15/2025
C & H 2,30 gal,META GROW ST (META GROW ST),123.7,META GROW ST (META GROW ST),C & H 2,04/16/2024
C & H 2,40 gal,META GROW ST (META GROW ST),164.94,META GROW ST (META GROW ST),C & H 2,06/11/2024
C & H 3,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),C & H 3,06/05/2024
C & H 3,'-1 gal,META GROW ST (META GROW ST),-86.28,META GROW ST (META GROW ST),C & H 3,06/05/2024
C & H 3,135 gal,META GROW ST (META GROW ST),557.12,META GROW ST (META GROW ST),C & H 3,04/15/2025
C & H 3,90 gal,META GROW ST (META GROW ST),371.1,META GROW ST (META GROW ST),C & H 3,04/16/2024
C & H 3,90 gal,META GROW ST (META GROW ST),742.2,META GROW ST (META GROW ST),C & H 3,05/14/2024
DAF,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),DAF,06/05/2024
DAF,'-1 gal,META GROW ST (META GROW ST),-108.01,META GROW ST (META GROW ST),DAF,06/05/2024
DAF,105 gal,META GROW ST (META GROW ST),433.31,META GROW ST (META GROW ST),DAF,04/15/2025
DAF,130 gal,META GROW ST (META GROW ST),536.04,META GROW ST (META GROW ST),DAF,04/16/2024
DAF,208 gal,META GROW ST (META GROW ST),857.66,META GROW ST (META GROW ST),DAF,04/16/2024
DAF,400 gal,META GROW ST (META GROW ST),1649.35,META GROW ST (META GROW ST),DAF,06/11/2024
DAF,60 gal,META GROW ST (META GROW ST),247.4,META GROW ST (META GROW ST),DAF,10/01/2024
DAF,65 gal,META GROW ST (META GROW ST),268.02,META GROW ST (META GROW ST),DAF,10/01/2024
DAF,70 gal,META GROW ST (META GROW ST),288.64,META GROW ST (META GROW ST),DAF,10/01/2024
DAF,90 gal,META GROW ST (META GROW ST),371.41,META GROW ST (META GROW ST),DAF,04/15/2025
DAF,97.5 gal,META GROW ST (META GROW ST),402.36,META GROW ST (META GROW ST),DAF,04/15/2025
DAF 2,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),DAF 2,06/05/2024
DAF 2,'-1 gal,META GROW ST (META GROW ST),-19.17,META GROW ST (META GROW ST),DAF 2,06/05/2024
DAF 2,20 gal,META GROW ST (META GROW ST),82.47,META GROW ST (META GROW ST),DAF 2,04/16/2024
DAF 2,20 gal,META GROW ST (META GROW ST),82.47,META GROW ST (META GROW ST),DAF 2,10/01/2024
DAF 2,30 gal,META GROW ST (META GROW ST),123.8,META GROW ST (META GROW ST),DAF 2,04/15/2025
DAF 2,40 gal,META GROW ST (META GROW ST),164.94,META GROW ST (META GROW ST),DAF 2,04/16/2024
DAF 2,40 gal,META GROW ST (META GROW ST),164.94,META GROW ST (META GROW ST),DAF 2,06/11/2024
GJ,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),GJ,06/05/2024
GJ,'-1 gal,META GROW ST (META GROW ST),-17.25,META GROW ST (META GROW ST),GJ,06/05/2024
GJ,18 gal,META GROW ST (META GROW ST),148.44,META GROW ST (META GROW ST),GJ,04/16/2024
GJ,18 gal,META GROW ST (META GROW ST),74.22,META GROW ST (META GROW ST),GJ,05/14/2024
GJ,27 gal,META GROW ST (META GROW ST),111.42,META GROW ST (META GROW ST),GJ,04/15/2025
GL-ORGANIC,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),GL-ORGANIC,06/05/2024
GL-ORGANIC,'-1 gal,META GROW ST (META GROW ST),-49.21,META GROW ST (META GROW ST),GL-ORGANIC,06/05/2024
GL-ORGANIC,30 gal,META GROW ST (META GROW ST),123.7,META GROW ST (META GROW ST),GL-ORGANIC,04/16/2024
GL-ORGANIC,40 gal,META GROW ST (META GROW ST),164.94,META GROW ST (META GROW ST),GL-ORGANIC,04/16/2024
GL-ORGANIC,40 gal,META GROW ST (META GROW ST),164.94,META GROW ST (META GROW ST),GL-ORGANIC,05/14/2024
GL-ORGANIC,40 gal,META GROW ST (META GROW ST),164.94,META GROW ST (META GROW ST),GL-ORGANIC,06/11/2024
GL-ORGANIC,44 gal,META GROW ST (META GROW ST),181.43,META GROW ST (META GROW ST),GL-ORGANIC,04/16/2024
GL-RANCH,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),GL-RANCH,06/05/2024
GL-RANCH,'-1 gal,META GROW ST (META GROW ST),-82.44,META GROW ST (META GROW ST),GL-RANCH,06/05/2024
GL-RANCH,18 gal,META GROW ST (META GROW ST),74.22,META GROW ST (META GROW ST),GL-RANCH,04/16/2024
GL-RANCH,30 gal,META GROW ST (META GROW ST),247.4,META GROW ST (META GROW ST),GL-RANCH,04/16/2024
GL-RANCH,30 gal,META GROW ST (META GROW ST),123.7,META GROW ST (META GROW ST),GL-RANCH,06/11/2024
GL-RANCH,40 gal,META GROW ST (META GROW ST),164.94,META GROW ST (META GROW ST),GL-RANCH,04/16/2024
GL-RANCH,45 gal,META GROW ST (META GROW ST),371.42,META GROW ST (META GROW ST),GL-RANCH,04/15/2025
GL-RANCH,45 gal,META GROW ST (META GROW ST),185.55,META GROW ST (META GROW ST),GL-RANCH,10/29/2024
GL-RANCH,52 gal,META GROW ST (META GROW ST),214.59,META GROW ST (META GROW ST),GL-RANCH,04/15/2025
GL-RANCH,60 gal,META GROW ST (META GROW ST),247.61,META GROW ST (META GROW ST),GL-RANCH,04/15/2025
GL-RANCH,60 gal,META GROW ST (META GROW ST),247.4,META GROW ST (META GROW ST),GL-RANCH,04/16/2024
GL-RANCH,60 gal,META GROW ST (META GROW ST),494.8,META GROW ST (META GROW ST),GL-RANCH,06/11/2024
GL-RANCH,80 gal,META GROW ST (META GROW ST),329.87,META GROW ST (META GROW ST),GL-RANCH,04/16/2024
GL-RANCH,80 gal,META GROW ST (META GROW ST),329.87,META GROW ST (META GROW ST),GL-RANCH,06/11/2024
GL-RANCH,86 gal,META GROW ST (META GROW ST),354.61,META GROW ST (META GROW ST),GL-RANCH,10/29/2024
GOLF,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),GOLF,06/05/2024
GOLF,'-1 gal,META GROW ST (META GROW ST),-86.28,META GROW ST (META GROW ST),GOLF,06/05/2024
GOLF,135 gal,META GROW ST (META GROW ST),557.12,META GROW ST (META GROW ST),GOLF,04/15/2025
GOLF,90 gal,META GROW ST (META GROW ST),742.2,META GROW ST (META GROW ST),GOLF,04/16/2024
GOLF,90 gal,META GROW ST (META GROW ST),371.1,META GROW ST (META GROW ST),GOLF,05/14/2024
GOLFP,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),GOLFP,06/05/2024
GOLFP,'-1 gal,META GROW ST (META GROW ST),-95.87,META GROW ST (META GROW ST),GOLFP,06/05/2024
GOLFP,100 gal,META GROW ST (META GROW ST),412.34,META GROW ST (META GROW ST),GOLFP,04/16/2024
GOLFP,100 gal,META GROW ST (META GROW ST),824.68,META GROW ST (META GROW ST),GOLFP,06/11/2024
GOLFP,100 gal,META GROW ST (META GROW ST),412.34,META GROW ST (META GROW ST),GOLFP,10/01/2024
GOLFP,200 gal,META GROW ST (META GROW ST),824.68,META GROW ST (META GROW ST),GOLFP,04/16/2024
GOLFP,75 gal,META GROW ST (META GROW ST),619.02,META GROW ST (META GROW ST),GOLFP,04/15/2025
GOOD,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),GOOD,06/05/2024
GOOD,'-1 gal,META GROW ST (META GROW ST),-11.18,META GROW ST (META GROW ST),GOOD,06/05/2024
GOOD,35 gal,META GROW ST (META GROW ST),144.32,META GROW ST (META GROW ST),GOOD,04/16/2024
GOOD,53 gal,META GROW ST (META GROW ST),218.72,META GROW ST (META GROW ST),GOOD,04/15/2025
JK,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),JK,06/05/2024
JK,'-1 gal,META GROW ST (META GROW ST),-38.339999999999996,META GROW ST (META GROW ST),JK,06/05/2024
JK,40 gal,META GROW ST (META GROW ST),164.94,META GROW ST (META GROW ST),JK,04/16/2024
JK,40 gal,META GROW ST (META GROW ST),329.88,META GROW ST (META GROW ST),JK,05/14/2024
JK,60 gal,META GROW ST (META GROW ST),247.61,META GROW ST (META GROW ST),JK,04/15/2025
KF,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),KF,06/05/2024
KF,'-1 gal,META GROW ST (META GROW ST),-129.74,META GROW ST (META GROW ST),KF,06/05/2024
KF,100 gal,META GROW ST (META GROW ST),412.34,META GROW ST (META GROW ST),KF,06/11/2024
KF,140 gal,META GROW ST (META GROW ST),577.27,META GROW ST (META GROW ST),KF,04/16/2024
KF,180 gal,META GROW ST (META GROW ST),742.21,META GROW ST (META GROW ST),KF,06/11/2024
KF,210 gal,META GROW ST (META GROW ST),866.63,META GROW ST (META GROW ST),KF,04/15/2025
KF,266 gal,META GROW ST (META GROW ST),1096.82,META GROW ST (META GROW ST),KF,04/16/2024
KF,50 gal,META GROW ST (META GROW ST),206.17,META GROW ST (META GROW ST),KF,10/01/2024
KF,90 gal,META GROW ST (META GROW ST),371.1,META GROW ST (META GROW ST),KF,10/01/2024
MAZZ-HOME,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),MAZZ-HOME,06/05/2024
MAZZ-HOME,'-1 gal,META GROW ST (META GROW ST),-12.450000000000001,META GROW ST (META GROW ST),MAZZ-HOME,06/05/2024
MAZZ-HOME,13 gal,META GROW ST (META GROW ST),53.6,META GROW ST (META GROW ST),MAZZ-HOME,04/16/2024
MAZZ-HOME,13 gal,META GROW ST (META GROW ST),107.2,META GROW ST (META GROW ST),MAZZ-HOME,05/14/2024
MAZZ-HOME,20 gal,META GROW ST (META GROW ST),82.54,META GROW ST (META GROW ST),MAZZ-HOME,04/15/2025
RCH,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),RCH,06/05/2024
RCH,'-1 gal,META GROW ST (META GROW ST),-19.18,META GROW ST (META GROW ST),RCH,06/05/2024
RCH,30 gal,META GROW ST (META GROW ST),247.4,META GROW ST (META GROW ST),RCH,04/16/2024
RCH,30 gal,META GROW ST (META GROW ST),123.7,META GROW ST (META GROW ST),RCH,06/11/2024
RCH,45 gal,META GROW ST (META GROW ST),185.71,META GROW ST (META GROW ST),RCH,04/15/2025
REYES,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),REYES,06/05/2024
REYES,'-1 gal,META GROW ST (META GROW ST),-33.54,META GROW ST (META GROW ST),REYES,06/05/2024
REYES,35 gal,META GROW ST (META GROW ST),144.32,META GROW ST (META GROW ST),REYES,04/16/2024
REYES,35 gal,META GROW ST (META GROW ST),288.64,META GROW ST (META GROW ST),REYES,05/14/2024
REYES,53 gal,META GROW ST (META GROW ST),218.72,META GROW ST (META GROW ST),REYES,04/15/2025
SP50,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),SP50,06/05/2024
SP50,'-1 gal,META GROW ST (META GROW ST),-47.94,META GROW ST (META GROW ST),SP50,06/05/2024
SP50,50 gal,META GROW ST (META GROW ST),412.34,META GROW ST (META GROW ST),SP50,04/16/2024
SP50,50 gal,META GROW ST (META GROW ST),206.17,META GROW ST (META GROW ST),SP50,05/14/2024
SP50,75 gal,META GROW ST (META GROW ST),309.51,META GROW ST (META GROW ST),SP50,04/15/2025
TERK,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),TERK,06/05/2024
TERK,'-1 gal,META GROW ST (META GROW ST),-206.12,META GROW ST (META GROW ST),TERK,06/05/2024
TERK,140 gal,META GROW ST (META GROW ST),1154.54,META GROW ST (META GROW ST),TERK,06/11/2024
TERK,150 gal,META GROW ST (META GROW ST),618.51,META GROW ST (META GROW ST),TERK,06/11/2024
TERK,215 gal,META GROW ST (META GROW ST),886.53,META GROW ST (META GROW ST),TERK,04/16/2024
TERK,232 gal,META GROW ST (META GROW ST),956.62,META GROW ST (META GROW ST),TERK,10/29/2024
TERK,330 gal,META GROW ST (META GROW ST),1361.84,META GROW ST (META GROW ST),TERK,04/15/2025
TERK,430 gal,META GROW ST (META GROW ST),1773.05,META GROW ST (META GROW ST),TERK,04/16/2024
TOP,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),TOP,06/05/2024
TOP,'-1 gal,META GROW ST (META GROW ST),-62.31,META GROW ST (META GROW ST),TOP,06/05/2024
TOP,65 gal,META GROW ST (META GROW ST),268.02,META GROW ST (META GROW ST),TOP,04/16/2024
TOP,65 gal,META GROW ST (META GROW ST),536.04,META GROW ST (META GROW ST),TOP,05/14/2024
TOP,98 gal,META GROW ST (META GROW ST),404.43,META GROW ST (META GROW ST),TOP,04/15/2025
WFP - DAWLEY,1 gal,META GROW ST (META GROW ST),0,META GROW ST (META GROW ST),WFP - DAWLEY,06/05/2024
WFP - DAWLEY,'-1 gal,META GROW ST (META GROW ST),-15.330000000000002,META GROW ST (META GROW ST),WFP - DAWLEY,06/05/2024
WFP - DAWLEY,16 gal,META GROW ST (META GROW ST),65.97,META GROW ST (META GROW ST),WFP - DAWLEY,04/16/2024
WFP - DAWLEY,16 gal,META GROW ST (META GROW ST),131.94,META GROW ST (META GROW ST),WFP - DAWLEY,05/14/2024
WFP - DAWLEY,24 gal,META GROW ST (META GROW ST),99.04,META GROW ST (META GROW ST),WFP - DAWLEY,04/15/2025
505 SOUTH,52.98438 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),1346.97,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),505 SOUTH,04/18/2023
BALBOA,15 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),381.3,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),BALBOA,04/18/2023
BC-W,50.0625 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),1272.69,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),BC-W,04/18/2023
BI-1,66 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),1677.85,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),BI-1,04/18/2023
BRS-250,22.75781 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),578.55,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),BRS-250,04/18/2023
BRU-1A,12.5 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),248.5,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),BRU-1A,10/04/2022
BRU-1A,14.3438 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),364.62,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),BRU-1A,09/05/2023
BRU-2A,39 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),991.46,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),BRU-2A,04/18/2023
BYRD,13.28906 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),337.83,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),BYRD,04/18/2023
BYRD,'-13.28906 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),-337.83,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),BYRD,12/28/2023
BYRD,13.65625 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),347.17,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),BYRD,04/18/2023
BYRD,'-13.65625 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),-347.17,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),BYRD,12/28/2023
C & H 2,4.54688 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),115.59,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),C & H 2,04/18/2023
C & H 3,18.39844 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),467.73,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),C & H 3,04/18/2023
C & H 3,'-18.39844 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),-467.73,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),C & H 3,12/28/2023
C & H 3,20.48438 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),520.75,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),C & H 3,04/18/2023
C & H 3,'-20.48438 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),-520.75,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),C & H 3,12/28/2023
C & H 3,47.5 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),2220.15,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),C & H 3,05/16/2023
DAF,13.28906 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),337.83,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),DAF,04/18/2023
DAF,14.79688 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),376.17,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),DAF,04/18/2023
DAF 2,4.09375 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),104.07,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),DAF 2,04/18/2023
DAF 2,4.54688 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),115.59,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),DAF 2,04/18/2023
DNW,99 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),2516.78,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),DNW,04/18/2023
FI,130 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),6609.72,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),FI,04/18/2023
GJ,6.46875 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),164.45,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),GJ,04/18/2023
GOLF,45 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),1143.99,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),GOLF,04/18/2023
GOOD,7.5 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),190.67,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),GOOD,04/18/2023
JK,13.65625 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),347.17,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),JK,04/18/2023
JK,4.09375 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),104.07,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),JK,04/18/2023
MATT,3 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),76.27,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),MATT,04/18/2023
MAZZ-HOME,2.84375 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),72.29,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),MAZZ-HOME,04/18/2023
MAZZ-HOME,3.1875 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),81.03,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),MAZZ-HOME,04/18/2023
RCH,12 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),305.06,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),RCH,04/18/2023
REYES,15.92969 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),404.96,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),REYES,04/18/2023
REYES,17.5 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),817.95,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),REYES,05/16/2023
SP50,10.21875 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),259.78,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),SP50,04/18/2023
SP50,11.38281 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),289.37,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),SP50,04/18/2023
STACY,7.74219 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),196.82,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),STACY,04/18/2023
TOP,13.28906 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),337.83,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),TOP,04/18/2023
TOP,14.79688 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),376.17,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),TOP,04/18/2023
WFP - DAWLEY,7.74219 gal,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),196.82,NUTRAMIX PK 0-28-25 (NUTRAMIX PK 0-28-25),WFP - DAWLEY,04/18/2023
BYRD,13.28906 gal,NUTRAMIX P-SOIL 0-60-0 (NUTRAMIX P-SOIL 0-60-0),621.13,NUTRAMIX P-SOIL 0-60-0 (NUTRAMIX P-SOIL 0-60-0),BYRD,01/23/2024
BYRD,13.65625 gal,NUTRAMIX P-SOIL 0-60-0 (NUTRAMIX P-SOIL 0-60-0),638.29,NUTRAMIX P-SOIL 0-60-0 (NUTRAMIX P-SOIL 0-60-0),BYRD,01/23/2024
C & H 3,18.39844 gal,NUTRAMIX P-SOIL 0-60-0 (NUTRAMIX P-SOIL 0-60-0),859.94,NUTRAMIX P-SOIL 0-60-0 (NUTRAMIX P-SOIL 0-60-0),C & H 3,01/23/2024
C & H 3,20.48438 gal,NUTRAMIX P-SOIL 0-60-0 (NUTRAMIX P-SOIL 0-60-0),957.44,NUTRAMIX P-SOIL 0-60-0 (NUTRAMIX P-SOIL 0-60-0),C & H 3,01/23/2024
C & H 2,3.37 gal,OXYWATER (OXYWATER),84.88,OXYWATER (OXYWATER),C & H 2,06/13/2023
GJ,4.5 gal,OXYWATER (OXYWATER),106.45,OXYWATER (OXYWATER),GJ,07/11/2023
GL-RANCH,11.25 gal,OXYWATER (OXYWATER),283.36,OXYWATER (OXYWATER),GL-RANCH,06/13/2023
GL-RANCH,4 gal,OXYWATER (OXYWATER),100.75,OXYWATER (OXYWATER),GL-RANCH,06/13/2023
GL-RANCH,5 gal,OXYWATER (OXYWATER),125.94,OXYWATER (OXYWATER),GL-RANCH,06/13/2023
GOLFP,2.5 gal,OXYWATER (OXYWATER),55.68,OXYWATER (OXYWATER),GOLFP,08/09/2022
GOLFP,50 gal,OXYWATER (OXYWATER),994,OXYWATER (OXYWATER),GOLFP,06/14/2022
TERK,17 gal,OXYWATER (OXYWATER),402.14,OXYWATER (OXYWATER),TERK,07/11/2023
TERK,18.75 gal,OXYWATER (OXYWATER),443.53,OXYWATER (OXYWATER),TERK,07/11/2023
TERK,19.25 gal,OXYWATER (OXYWATER),455.36,OXYWATER (OXYWATER),TERK,07/11/2023
TERK,2.5 gal,OXYWATER (OXYWATER),55.68,OXYWATER (OXYWATER),TERK,08/09/2022
TERK,55 gal,OXYWATER (OXYWATER),1093.4,OXYWATER (OXYWATER),TERK,06/14/2022
TERK,55.75 gal,OXYWATER (OXYWATER),1404.21,OXYWATER (OXYWATER),TERK,06/13/2023
TERK,57 gal,OXYWATER (OXYWATER),1269.39,OXYWATER (OXYWATER),TERK,08/09/2022
505 NORTH,300 gal,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,2205.9,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,505 NORTH,05/16/2023
C & H 2,20 gal,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,157.4,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,C & H 2,07/09/2024
GL-ORGANIC,40 gal,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,294.12,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,GL-ORGANIC,04/16/2024
GL-ORGANIC,40 gal,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,314.8,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,GL-ORGANIC,07/09/2024
GL-ORGANIC,66 gal,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,485.3,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,GL-ORGANIC,04/16/2024
GL-RANCH,60 gal,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,472.2,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,GL-RANCH,07/09/2024
GOLFP,200 gal,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,1470.6,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,GOLFP,04/18/2023
GOLFP,50 gal,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,393.5,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,GOLFP,07/09/2024
JBW,16 gal,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,117.65,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,JBW,04/18/2023
KF,1 gal,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,7.35,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,KF,05/16/2023
KF,292 gal,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,2147.08,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,KF,04/18/2023
KF,85 gal,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,578,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,KF,03/22/2022
MAZZ-50,50 gal,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,340,PACIFIC OCEANIC crab hydroslate (PACIFIC GRO OCEANIC HYDROLYSATE 2...,MAZZ-50,03/22/2022
