U/M,YearMonth,Year,Month,Qty,Sales Price,Field,Fertilizer
gal,2022-04,2022,4,2.5,19.9,DAF 2,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,3,20.72,MCA,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,3,100.75,GOLFP,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2022-04,2022,4,3.75,19.9,RCH,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,4.375,19.9,REYES,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,4.5,11.2,MAZZ-HOME,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,5,19.9,JK,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,6,20.72,MAZZ-HOME,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,6.25,19.9,SP50,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,6.3,11.2,WFP - DAWLEY,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,6.5,11.2,STACY,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,6.75,11.2,GJ,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,7,11.2,DAF 2,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,7.5,25.5,GOLFP,CopBorMoly (INTEGRITY Z 5-0-0)
gal,2022-04,2022,4,7.5,89.75,GOLFP,AWP Key Plex 2.5 (AWP Key Plex 2.5)
gal,2022-04,2022,4,8,97.71,GL-RANCH,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2022-04,2022,4,8.125,19.9,DAF,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,8.4,20.72,WFP - DAWLEY,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,8.5,20.72,STACY,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,9,11.2,DAF,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,9,11.2,RCH,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,9,11.2,SP50,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,9,20.72,GJ,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,9.14,19.9,BYRD,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,9.14,19.9,TOP,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,9.5,20.72,DAF 2,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,10,19.9,BRU-2A,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,11.25,11.2,C & H 2,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,11.25,19.9,C & H 3,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,11.25,19.9,GOLF,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,12,20.72,DAF,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,12,20.72,RCH,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,12,20.72,SP50,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,12.5,19.9,BRS-250,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,13.5,11.2,REYES,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,15,20.72,C & H 2,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,15.75,11.2,JK,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,16.25,19.9,BI-1,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,17.03,19.9,BI-1,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,17.5,19.9,505 SOUTH,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,17.5,19.9,ZUM,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,18,20.72,REYES,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,18.25,19.9,KF,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,18.75,19.9,DNW,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,20,25.5,GL-RANCH,CopBorMoly (INTEGRITY Z 5-0-0)
gal,2022-04,2022,4,20,29.5,GL-RANCH,SENIPHOS 3-23-0 (SENIPHOS 3-23-0)
gal,2022-04,2022,4,21,20.72,JK,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,24.75,11.2,BYRD,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,24.75,11.2,TOP,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,28,6.16,MAZZ-HOME,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,29.25,11.2,BRS-250,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,29.25,11.2,BRU-2A,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,30,16.53,GOLFP,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2022-04,2022,4,32,6.16,WFP - DAWLEY,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,33,20.72,BYRD,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,33,20.72,TOP,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,33.75,11.2,C & H 3,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,33.75,11.2,GOLF,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,36,11.2,DNW,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,36,11.2,GL-RANCH,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,36,19.13,MAZZ-HOME,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,38.25,11.2,MCA,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,39,20.72,BRS-250,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,39,20.72,BRU-2A,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,40,6.16,DAF 2,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,40,11.95,GL-RANCH,VIRTUS FOLIAR 2-0-1 (VIRTUS FOLIAR 2-0-1)
gal,2022-04,2022,4,40,14.76,GL-RANCH,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2022-04,2022,4,45,20.72,C & H 3,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,45,20.72,GOLF,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,48,20.72,DNW,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,48,20.72,GL-RANCH,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,49.5,11.2,BI-1,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,50,6.16,SP50,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,50,19.13,WFP - DAWLEY,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,51,20.72,MCA,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,51.75,11.2,ZUM,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,54,19.13,GJ,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,57,19.13,DAF 2,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,60,6.16,RCH,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,66,20.72,BI-1,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,69,20.72,ZUM,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,70,6.16,REYES,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,72,19.13,DAF,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,72,19.13,RCH,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,72,19.13,SP50,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,74.375,19.9,FI,FUSION IOTA (FUSION IOTA)
gal,2022-04,2022,4,80,6.16,JK,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,90,19.13,C & H 2,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,108,19.13,REYES,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,126,19.13,JK,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,130,6.16,BYRD,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,130,6.16,DAF,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,130,6.16,TOP,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,160,6.16,BRU-2A,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,165,6.16,GL-RANCH,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,175,2.36,GOOD,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2022-04,2022,4,180,6.16,C & H 3,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,180,6.16,GOLF,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,190,10,FI,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-04,2022,4,198,19.13,BYRD,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,198,19.13,TOP,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,200,6.16,BRS-250,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,210,6.16,BI-1,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,234,19.13,BRS-250,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,234,19.13,BRU-2A,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,252,6.16,KF,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,260,6.16,BI-1,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,270,6.16,GOLF,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,270,19.13,C & H 3,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,270,19.13,GOLF,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,280,6.16,505 SOUTH,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,280,6.16,ZUM,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,288,19.13,DNW,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,288,19.13,GL-RANCH,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,312.25,18.5,FI,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-04,2022,4,375,2.36,BALBOA,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2022-04,2022,4,396,19.13,BI-1,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,400,6.16,DNW,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,414,19.13,ZUM,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,750,2.36,505 NORTH,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2022-04,2022,4,900,17,FI,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-04,2022,4,1026,6.16,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,1190,6.16,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-04,2022,4,1354,6.16,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,-2280,6.16,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,-80,19.88,FI,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,0.3125,90,JBW,SUPER CARB (SUPER CARB Blue Gold)
gal,2022-05,2022,5,0.5,97.25,JBW,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2022-05,2022,5,0.875,19.88,JBW,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,1,19.88,JBW,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,1.25,14.76,JBW,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2022-05,2022,5,1.25,26.1,JBW,CopBorMoly (INTEGRITY Z 5-0-0)
gal,2022-05,2022,5,1.25,29.5,JBW,SENIPHOS 3-23-0 (SENIPHOS 3-23-0)
gal,2022-05,2022,5,1.25,89.75,JBW,AWP Key Plex 2.5 (AWP Key Plex 2.5)
gal,2022-05,2022,5,1.75,19.88,MAZZ-HOME,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,1.87,90,505 NORTH,SUPER CARB (SUPER CARB Blue Gold)
gal,2022-05,2022,5,2,19.88,WFP - DAWLEY,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,2.16,19.88,GJ,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,2.5,11.65,JBW,VIRTUS FOLIAR 2-0-1 (VIRTUS FOLIAR 2-0-1)
gal,2022-05,2022,5,2.5,19.88,DAF 2,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,3,97.25,505 NORTH,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2022-05,2022,5,3.125,19.88,DAF,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,3.25,19.88,C & H 2,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,3.75,19.88,RCH,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,4.375,19.88,REYES,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,5,19.88,JK,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,6,11.2,BRU-1A,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-05,2022,5,6,20.72,BRU-1A,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-05,2022,5,6.25,19.88,GOLFP,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,7.5,19.88,TOP,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,7.5,26.1,505 NORTH,CopBorMoly (INTEGRITY Z 5-0-0)
gal,2022-05,2022,5,7.5,89.75,505 NORTH,AWP Key Plex 2.5 (AWP Key Plex 2.5)
gal,2022-05,2022,5,7.68,90,KF,SUPER CARB (SUPER CARB Blue Gold)
gal,2022-05,2022,5,8.125,19.88,BRU-2A,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,8.125,19.88,BYRD,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,8.75,19.88,BRS-250,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,10,19.88,BRU-2A,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,10.5,20.72,GOLFP,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-05,2022,5,11.25,19.88,C & H 3,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,11.25,19.88,GOLF,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,11.5,97.25,KF,SILICA-BLUE GOLD (SILICA-BLUE GOLD)
gal,2022-05,2022,5,11.76,90,KF,SUPER CARB (SUPER CARB Blue Gold)
gal,2022-05,2022,5,12,100.8,TERK,SUPER CARB (SUPER CARB Blue Gold)
gal,2022-05,2022,5,12.5,19.88,BRS-250,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,14,6.16,JBW,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,16,6.16,JBW,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,16.25,19.88,BI-1,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,17.5,19.88,ZUM,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,18.25,19.88,KF,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,24.5,14.76,TERK,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2022-05,2022,5,25,19.88,DNW,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,27.5,19.88,TERK,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,28,6.16,MAZZ-HOME,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,28.67,14.76,KF,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2022-05,2022,5,28.67,26.1,KF,CopBorMoly (INTEGRITY Z 5-0-0)
gal,2022-05,2022,5,28.67,29.5,KF,SENIPHOS 3-23-0 (SENIPHOS 3-23-0)
gal,2022-05,2022,5,28.67,89.75,KF,AWP Key Plex 2.5 (AWP Key Plex 2.5)
gal,2022-05,2022,5,30,14.76,505 NORTH,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2022-05,2022,5,30,26.1,TERK,CopBorMoly (INTEGRITY Z 5-0-0)
gal,2022-05,2022,5,30,29.5,TERK,SENIPHOS 3-23-0 (SENIPHOS 3-23-0)
gal,2022-05,2022,5,32,6.16,WFP - DAWLEY,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,34,6.16,GJ,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,37.5,11.65,TERK,VIRTUS FOLIAR 2-0-1 (VIRTUS FOLIAR 2-0-1)
gal,2022-05,2022,5,40,6.16,DAF 2,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,50,6.16,DAF,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,52,6.16,C & H 2,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,57.5,11.65,KF,VIRTUS FOLIAR 2-0-1 (VIRTUS FOLIAR 2-0-1)
gal,2022-05,2022,5,60,6.16,RCH,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,70,6.16,REYES,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,73.5,16.53,KF,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2022-05,2022,5,74.375,19.88,FI,FUSION IOTA (FUSION IOTA)
gal,2022-05,2022,5,80,6.16,DAF 2,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,80,6.16,JK,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,100,6.16,GOLFP,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,120,6.16,TOP,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,130,6.16,BYRD,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,140,6.16,BRS-250,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,140,6.16,ZUM,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,160,6.16,BRU-2A,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,180,6.16,C & H 3,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,180,6.16,GOLF,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,200,6.16,BI-1,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,200,6.16,BRS-250,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,260,6.16,BI-1,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,280,6.16,ZUM,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,292,6.16,KF,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,300,3.05,RCH,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2022-05,2022,5,300,6.16,DNW,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,440,6.16,TERK,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,500,3.05,GOLFP,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2022-05,2022,5,650,3.05,BYRD,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2022-05,2022,5,675,2.72,DAF,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2022-05,2022,5,980,6.16,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-05,2022,5,1190,6.16,FI,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-06,2022,6,-25,20.72,JK,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-06,2022,6,-10,20.72,C & H 2,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-06,2022,6,2.03,100.8,DAF,SUPER CARB (SUPER CARB Blue Gold)
gal,2022-06,2022,6,2.1875,19.88,REYES,FUSION IOTA (FUSION IOTA)
gal,2022-06,2022,6,2.5,19.88,JK,FUSION IOTA (FUSION IOTA)
gal,2022-06,2022,6,3,17.94,GOLFP,PRO ZINC -1-0-0 AAC (PRO ZINC -1-0-0 AAC)
gal,2022-06,2022,6,3,20.72,GOLFP,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-06,2022,6,3.75,19.88,TOP,FUSION IOTA (FUSION IOTA)
gal,2022-06,2022,6,4,20.72,JK,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-06,2022,6,4,100.8,DAF,SUPER CARB (SUPER CARB Blue Gold)
gal,2022-06,2022,6,4.0625,19.88,BYRD,FUSION IOTA (FUSION IOTA)
gal,2022-06,2022,6,4.22,100.8,DAF,SUPER CARB (SUPER CARB Blue Gold)
gal,2022-06,2022,6,4.57,2.52,KF,SUPER CARB (SUPER CARB Blue Gold)
gal,2022-06,2022,6,5,16.53,GOLFP,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2022-06,2022,6,5.625,19.88,C & H 3,FUSION IOTA (FUSION IOTA)
gal,2022-06,2022,6,6,20.72,JK,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-06,2022,6,7.5,19.88,TOP,FUSION IOTA (FUSION IOTA)
gal,2022-06,2022,6,9.375,19.88,BRS-250,FUSION IOTA (FUSION IOTA)
gal,2022-06,2022,6,10,20.72,JK,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-06,2022,6,10.25,19.88,505 SOUTH,FUSION IOTA (FUSION IOTA)
gal,2022-06,2022,6,12,19.13,GOLFP,POTASSIUM CITRATE 0-2-25 (POTASSIUM CITRATE 0-2-25)
gal,2022-06,2022,6,16,100.8,FI,SUPER CARB (SUPER CARB Blue Gold)
gal,2022-06,2022,6,16.25,20.72,BYRD,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-06,2022,6,22.5,20.72,C & H 3,AAC 1-0-0 AMINO ACID CHELATE (AAC 1-0-0 AMINO ACID CHELATE)
gal,2022-06,2022,6,35,6.16,REYES,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-06,2022,6,40,6.16,JK,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-06,2022,6,50,16.53,GOLFP,TEP PROVEN 0-0-5 (TEP PROVEN 0-0-5)
gal,2022-06,2022,6,50,19.88,GOLFP,OXYWATER (OXYWATER)
gal,2022-06,2022,6,55,19.88,TERK,OXYWATER (OXYWATER)
gal,2022-06,2022,6,60,6.16,TOP,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-06,2022,6,65,6.16,BYRD,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-06,2022,6,90,6.16,C & H 3,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-06,2022,6,110,11.06,TERK,FUSION KEEL (FUSION KEEL)
gal,2022-06,2022,6,120,6.16,TOP,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-06,2022,6,150,3.01,RCH,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2022-06,2022,6,150,6.16,BRS-250,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-06,2022,6,175,3.01,GOOD,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2022-06,2022,6,284,6.16,505 SOUTH,FUSION 360 SOIL (FUSION 360 SOIL)
gal,2022-06,2022,6,300,3.01,BRU-1A,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2022-06,2022,6,350,3.01,BALBOA,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2022-06,2022,6,750,3.01,505 NORTH,STARTER FERTILIZER (STARTER FERTILIZER  05-07-03-.25Zn)
gal,2022-07,2022,7,1.5,11.2,BALBOA,TOPHAT 9-0-0 (TOPHAT 9-0-0)
gal,2022-07,2022,7,1.5,19.04,BALBOA,PRO ZINC -1-0-0 AAC (PRO ZINC -1-0-0 AAC)
